13,11,,,,,,,,,Fmin,Cmaj,Fmin,Cmaj,Fmin,Cmaj,Fmin,Cmaj,Fmin,Cmaj,Fmin,0.9912642605354288,#,_FminCmajFminCmajFminCmajFminCmajFminCmajFmin
33,7,,,,,,,,,,,,,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,1.1792766944604327,#,_FminCminFminCminFminCminFmin
24,9,,,,,,,,,,,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,1.188721875540867,#,_FminCminFminCminFminCminFminCminFmin
16,11,,,,,,,,,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,0.9544340029249649,#,_FminCminFminCminFminCminFminCminFminCminFmin
12,6,,,,,,,,,,,,,,Fmin,E-maj,A-maj,B-maj,G7,Cmin,1.2516291673878228,##,_CminG7B-majA-majE-majFmin
14,4,,,,,,,,,,,,,,,,Fmin,G-maj,Emaj,Cmaj,1.8423709931771086,##,_CmajEmajG-majFmin
11,7,,,,,,,,,,,,,Fmin,G7,Cmin,Adim,Fsus4,G7,Cmaj,1.3092966682370037,###,_CmajG7Fsus4AdimCminG7Fmin
10,6,,,,,,,,,,,,,,Fmin,Gmin,Fmin7,Fmin,Gmin,Fmin7,0.9709505944546686,##,_Fmin7GminFminFmin7GminFmin
28,7,,,,,,,,,,,,,Fmin6,Cmaj7,Fmin6,Cmaj7,Fmin6,Cmaj7,Fmin6,1.0622698109081752,#,_Fmin6Cmaj7Fmin6Cmaj7Fmin6Cmaj7Fmin6
17,4,,,,,,,,,,,,,,,,Fmin7,A-maj7,A-maj,B-maj,1.1400677626718574,#,_B-majA-majA-maj7Fmin7
13,10,,,,,,,,,,Fmin7,A-maj7,A-maj,B-maj,Cmin,Gmin7,Fmin7,A-maj7,A-maj,B-maj,1.352030101757953,#####,_B-majA-majA-maj7Fmin7Gmin7CminB-majA-majA-maj7Fmin7
14,6,,,,,,,,,,,,,,Fmin7,A-maj7,B-maj,Fmin7,A-maj7,B-maj,1.8322488896002307,##,_B-majA-maj7Fmin7B-majA-maj7Fmin7
12,6,,,,,,,,,,,,,,Fmin7,B-7,E-maj7,Cmin7,Fmin7,G7,1.4591479170272446,###,_G7Fmin7Cmin7E-maj7B-7Fmin7
10,4,,,,,,,,,,,,,,,,Fmin7,Cmaj,Fmin6,G7,0.9709505944546686,#,_G7Fmin6CmajFmin7
16,8,,,,,,,,,,,,Fmin7,Cmaj,Gmin,C7,Fmaj7,Fmin7,Cmaj,Amin7,1.0,#####,_Amin7CmajFmin7Fmaj7C7GminCmajFmin7
12,6,,,,,,,,,,,,,,Fmin7,Cmin7,Cmin6,Cmin,Fmin7,Cmin7,0.9182958340544896,###,_Cmin7Fmin7CminCmin6Cmin7Fmin7
39,5,,,,,,,,,,,,,,,Fmin7,Cmin7,Fmin7,Cmin7,Fmin7,1.0204029079864383,#,_Fmin7Cmin7Fmin7Cmin7Fmin7
31,7,,,,,,,,,,,,,Fmin7,Cmin7,Fmin7,Cmin7,Fmin7,Cmin7,Fmin7,0.9912513992084371,#,_Fmin7Cmin7Fmin7Cmin7Fmin7Cmin7Fmin7
15,3,,,,,,,,,,,,,,,,,Fmin7,Dhdim,G7,1.7382689280764645,#,_G7DhdimFmin7
10,4,,,,,,,,,,,,,,,,Fmin7,E-maj,A-maj,B-maj,1.3709505944546687,#,_B-majA-majE-majFmin7
13,3,,,,,,,,,,,,,,,,,Fmin7,E-no3,B-no3,1.1401156785146092,#,_B-no3E-no3Fmin7
10,4,,,,,,,,,,,,,,,,Fmin7,Fmin,Gmin,Fmin7,0.9709505944546686,##,_Fmin7GminFminFmin7
10,8,,,,,,,,,,,,Fmin7,Gmin7,A-maj7,Gmin7,Cmin7,Fmin7,E-maj,E-maj7,0.9709505944546686,###,_E-maj7E-majFmin7Cmin7Gmin7A-maj7Gmin7Fmin7
19,6,,,,,,,,,,,,,,Fmin7,Gmin7,Cmin7,B-maj,Fmin7,Gmin7,1.2674438038072338,##,_Gmin7Fmin7B-majCmin7Gmin7Fmin7
12,10,,,,,,,,,,Fmin7,Gmin7,Cmin7,B-maj,Fmin7,Gmin7,Cmin7,B-maj,Fmin7,Gmin7,1.4833557549816874,###,_Gmin7Fmin7B-majCmin7Gmin7Fmin7B-majCmin7Gmin7Fmin7
14,4,,,,,,,,,,,,,,,,Fno3,Cmin,E-no3,Fno3,1.4345491399952024,#,_Fno3E-no3CminFno3
10,7,,,,,,,,,,,,,Fno3,Cmin,E-no3,Fno3,Cmin,E-no3,Fno3,1.3567796494470397,##,_Fno3E-no3CminFno3E-no3CminFno3
10,4,,,,,,,,,,,,,,,,Fno3,Cno3,B-maj,Cmaj,0.9709505944546686,#,_CmajB-majCno3Fno3
11,5,,,,,,,,,,,,,,,Fno3,Cno3,B-no3,Fno3,Cno3,1.2406705316766886,#,_Cno3Fno3B-no3Cno3Fno3
32,8,,,,,,,,,,,,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9308927290103626,##,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3
21,14,,,,,,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9637459942073318,####,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3
10,7,,,,,,,,,,,,,Fno3,Cno3,E-no3,Fno3,Cno3,Fno3,Cno3,0.9709505944546686,#,_Cno3Fno3Cno3Fno3E-no3Cno3Fno3
20,8,,,,,,,,,,,,Fno3,Cno3,Fno3,Cno3,Fno3,Cno3,Fno3,Cno3,1.0762976257251988,#,_Cno3Fno3Cno3Fno3Cno3Fno3Cno3Fno3
14,10,,,,,,,,,,Fno3,Cno3,Fno3,Cno3,Fno3,Cno3,Fno3,Cno3,Fno3,Cno3,1.1981174211304033,#,_Cno3Fno3Cno3Fno3Cno3Fno3Cno3Fno3Cno3Fno3
11,8,,,,,,,,,,,,Fno3,Cno3,Fno3,Cno3,Fno3,Dmaj,Gmaj,Cno3,0.9456603046006402,##,_Cno3GmajDmajFno3Cno3Fno3Cno3Fno3
11,6,,,,,,,,,,,,,,Fno3,Cno3,Fno3,Dmaj,Gmaj,Cno3,0.9456603046006402,##,_Cno3GmajDmajFno3Cno3Fno3
11,4,,,,,,,,,,,,,,,,Fno3,Dmaj,Gmaj,Cno3,0.9456603046006402,##,_Cno3GmajDmajFno3
11,4,,,,,,,,,,,,,,,,Fno3,E-no3,B-no3,Cno3,1.2406705316766886,#,_Cno3B-no3E-no3Fno3
10,7,,,,,,,,,,,,,Fno3,Gno3,Cno3,Fno3,Cno3,Fno3,Cno3,0.9219280948873623,#,_Cno3Fno3Cno3Fno3Cno3Gno3Fno3
16,6,,,,,,,,,,,,,,Fno3,Gno3,Cno3,Fno3,Gno3,Cno3,1.3244602933016414,#,_Cno3Gno3Fno3Cno3Gno3Fno3
16,13,,,,,,,Fno3,Gno3,Cno3,Gno3,Ano3,Fno3,Gno3,Cno3,Gno3,Ano3,Fno3,Gno3,Cno3,0.9544340029249649,########,_Cno3Gno3Fno3Ano3Gno3Cno3Gno3Fno3Ano3Gno3Cno3Gno3Fno3
10,18,,Fno3,Gno3,Cno3,Gno3,Ano3,Fno3,Gno3,Cno3,Gno3,Ano3,Fno3,Gno3,Cno3,Gno3,Ano3,Fno3,Gno3,Cno3,0.9709505944546686,####,_Cno3Gno3Fno3Ano3Gno3Cno3Gno3Fno3Ano3Gno3Cno3Gno3Fno3Ano3Gno3Cno3Gno3Fno3
12,6,,,,,,,,,,,,,,Fsus4,B-maj,A-maj6,Fmin7,Dhdim,G7,1.0408520829727552,###,_G7DhdimFmin7A-maj6B-majFsus4
10,5,,,,,,,,,,,,,,,Fsus4,Cno3,B-no3,Cno3,B-no3,0.9219280948873623,##,_B-no3Cno3B-no3Cno3Fsus4
16,4,,,,,,,,,,,,,,,,Fsus4,E-sus4,Fsus4,E-sus4,1.186278124459133,#,_E-sus4Fsus4E-sus4Fsus4
12,6,,,,,,,,,,,,,,Fsus4,E-sus4,Fsus4,E-sus4,Fsus4,E-sus4,1.4182958340544896,#,_E-sus4Fsus4E-sus4Fsus4E-sus4Fsus4
10,6,,,,,,,,,,,,,,Fsus4,Fmaj,Cmaj,Fmaj,Fsus4,Fmaj,2.0464393446710156,#,_FmajFsus4FmajCmajFmajFsus4
35,4,,,,,,,,,,,,,,,,Fsus4,Fmaj,Fsus4,Fmaj,1.9143615924398214,#,_FmajFsus4FmajFsus4
11,3,,,,,,,,,,,,,,,,,Fsus4,G7,Cmaj,1.3092966682370037,#,_CmajG7Fsus4
24,5,,,,,,,,,,,,,,,G#min7,Bmaj,F#maj,Bmaj,F#maj,1.0408520829727552,###,_F#majBmajF#majBmajG#min7
16,12,,,,,,,,G#min7,Bmaj,F#maj,Bmaj,F#maj,Bmaj,F#maj,G#min7,Bmaj,F#maj,Bmaj,F#maj,1.2987949406953985,######,_F#majBmajF#majBmajG#min7F#majBmajF#majBmajF#majBmajG#min7
16,8,,,,,,,,,,,,G-maj,D-maj,A-maj,D-maj,G-maj,D-maj,A-maj,D-maj,1.4056390622295662,##,_D-majA-majD-majG-majD-majA-majD-majG-maj
10,10,,,,,,,,,,G-maj,D-maj,A-maj,G-maj,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,1.5219280948873621,######,_A-majD-majG-majD-majG-majD-majG-majA-majD-majG-maj
34,4,,,,,,,,,,,,,,,,G-maj,D-maj,G-maj,D-maj,1.2639334294856337,#,_D-majG-majD-majG-maj
10,12,,,,,,,,G-maj,D-maj,G-maj,D-maj,A-maj,G-maj,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,1.5219280948873621,######,_A-majD-majG-majD-majG-majD-majG-majA-majD-majG-majD-majG-maj
16,7,,,,,,,,,,,,,G-maj,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,1.2987949406953985,##,_A-majD-majG-majD-majG-majD-majG-maj
10,14,,,,,,G-maj,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,G-maj,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,1.5219280948873621,######,_A-majD-majG-majD-majG-majD-majG-majA-majD-majG-majD-majG-majD-majG-maj
14,3,,,,,,,,,,,,,,,,,G-maj,Emaj,Cmaj,1.8423709931771086,#,_CmajEmajG-maj
19,6,,,,,,,,,,,,,,G7,C7,F7,C7,F7,C7,1.9698110652780971,#,_C7F7C7F7C7G7
13,9,,,,,,,,,,,G7,C7,F7,C7,G7,F7,C7,F7,C7,1.2389012566026307,###,_C7F7C7F7G7C7F7C7G7
15,6,,,,,,,,,,,,,,G7,Cmaj,A7,D7,G7,Cmaj,1.7464657985040721,#,_CmajG7D7A7CmajG7
11,9,,,,,,,,,,,G7,Cmaj,Amin,Fmaj,G7,Cmaj,Amin,Fmaj,G7,1.3221793455166668,##,_G7FmajAminCmajG7FmajAminCmajG7
14,6,,,,,,,,,,,,,,G7,Cmaj,Amin,Fmaj,Gmaj,Cmaj,1.4488156357251847,#,_CmajGmajFmajAminCmajG7
12,5,,,,,,,,,,,,,,,G7,Cmaj,Amin7,Dmin7,G7,1.207518749639422,#,_G7Dmin7Amin7CmajG7
11,6,,,,,,,,,,,,,,G7,Cmaj,C7,F7,G7,Cmaj,1.3485878960124222,##,_CmajG7F7C7CmajG7
15,7,,,,,,,,,,,,,G7,Cmaj,C7,Fmaj,Cmaj,G7,Cmaj,1.8294732983598405,#,_CmajG7CmajFmajC7CmajG7
10,7,,,,,,,,,,,,,G7,Cmaj,C7,Fmaj,Gmaj,G7,Cmaj,0.9709505944546686,#,_CmajG7GmajFmajC7CmajG7
15,4,,,,,,,,,,,,,,,,G7,Cmaj,Csus4,Cmaj,0.9055872616982603,#,_CmajCsus4CmajG7
27,4,,,,,,,,,,,,,,,,G7,Cmaj,D7,G7,1.514633120635477,#,_G7D7CmajG7
16,6,,,,,,,,,,,,,,G7,Cmaj,F7,Cmaj,G7,Cmaj,1.061278124459133,#,_CmajG7CmajF7CmajG7
12,10,,,,,,,,,,G7,Cmaj,F7,Cmaj,G7,Cmaj,F7,Cmaj,G7,Cmaj,1.2516291673878228,###,_CmajG7CmajF7CmajG7CmajF7CmajG7
23,6,,,,,,,,,,,,,,G7,Cmaj,Fmaj,B-maj,G7,Cmaj,1.3249692858267146,##,_CmajG7B-majFmajCmajG7
18,8,,,,,,,,,,,,G7,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,1.0975378398419535,#,_CmajFmajCmajFmajCmajFmajCmajG7
10,8,,,,,,,,,,,,G7,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,G7,Cmaj,1.7219280948873623,#,_CmajG7CmajFmajCmajFmajCmajG7
15,8,,,,,,,,,,,,G7,Cmaj,Fmaj,Cmaj,G7,Cmaj,G7,Cmaj,1.8322628970242685,#,_CmajG7CmajG7CmajFmajCmajG7
90,5,,,,,,,,,,,,,,,G7,Cmaj,Fmaj,G7,Cmaj,1.5685424275132798,#,_CmajG7FmajCmajG7
46,8,,,,,,,,,,,,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,1.22954226925106,#,_CmajG7FmajCmajG7FmajCmajG7
25,11,,,,,,,,,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,1.2554312795576,#,_CmajG7FmajCmajG7FmajCmajG7FmajCmajG7
14,14,,,,,,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,0.946372935985442,#,_CmajG7FmajCmajG7FmajCmajG7FmajCmajG7FmajCmajG7
23,10,,,,,,,,,,G7,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,1.370862465083061,###,_GmajFmajCmajGmajFmajCmajGmajFmajCmajG7
15,10,,,,,,,,,,G7,Cmaj,Fmaj6,G7,Cmaj,Fmaj6,G7,Cmaj,Fmaj6,G7,0.9055872616982603,#####,_G7Fmaj6CmajG7Fmaj6CmajG7Fmaj6CmajG7
10,6,,,,,,,,,,,,,,G7,Cmaj,Gmaj,Cmaj,Gmaj,Cmaj,0.9709505944546686,#,_CmajGmajCmajGmajCmajG7
10,14,,,,,,G7,Cmaj7,Fmaj,Emaj,Amin,Gmaj,Fmaj,Emaj,Amin,Gmaj,Cmaj7,Fmaj,Emaj,Amaj,0.9709505944546686,###########,_AmajEmajFmajCmaj7GmajAminEmajFmajGmajAminEmajFmajCmaj7G7
13,5,,,,,,,,,,,,,,,G7,Cmin,A-maj,G7,Cmin,0.9912642605354288,#,_CminG7A-majCminG7
10,8,,,,,,,,,,,,G7,Cmin,A-maj,G7,Cmin,A-maj,G7,Cmin,1.1567796494470395,##,_CminG7A-majCminG7A-majCminG7
11,6,,,,,,,,,,,,,,G7,Cmin,Adim,Fsus4,G7,Cmaj,1.3092966682370037,###,_CmajG7Fsus4AdimCminG7
13,7,,,,,,,,,,,,,G7,Cmin,Fmaj,G7,Cmin,Fmaj,G7,0.9912642605354289,###,_G7FmajCminG7FmajCminG7
29,4,,,,,,,,,,,,,,,,G7,Cmin,G7,Cmin,1.3685517054754783,#,_CminG7CminG7
10,5,,,,,,,,,,,,,,,G7,Emin,G7,Emin,G7,0.9219280948873623,#,_G7EminG7EminG7
12,11,,,,,,,,,G7,Emin7,A7,Dmin7,Gmaj,G7,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,#######,_Gsus4Dmin7Fmaj7A7Emin7G7GmajDmin7A7Emin7G7
12,6,,,,,,,,,,,,,,G7,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,##,_Gsus4Dmin7Fmaj7A7Emin7G7
45,8,,,,,,,,,,,,G7,F7,C7,F7,C7,G7,F7,C7,1.178153309813404,##,_C7F7G7C7F7C7F7G7
29,13,,,,,,,G7,F7,C7,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,1.4281526509024578,####,_C7F7G7C7F7C7F7G7C7F7C7F7G7
17,18,,G7,F7,C7,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,1.1660870601063935,####,_C7F7G7C7F7C7F7G7C7F7C7F7G7C7F7C7F7G7
10,8,,,,,,,,,,,,G7,F7,Cmaj,F7,Cmaj,G7,F7,Cmaj,0.9219280948873623,####,_CmajF7G7CmajF7CmajF7G7
36,4,,,,,,,,,,,,,,,,G7,Fmaj7,Cmaj,Gmaj,1.188721875540867,#,_GmajCmajFmaj7G7
24,12,,,,,,,,G7,Fmaj7,Cmaj,Gmaj,Fmaj,Cmaj,Amin7,Fmaj7,G7,Fmaj7,Cmaj,Gmaj,1.4056390622295662,#######,_GmajCmajFmaj7G7Fmaj7Amin7CmajFmajGmajCmajFmaj7G7
12,17,,,G7,Gmaj,Emin7,Amin7,Dmin7,Gsus4,G7,Emin7,A7,Dmin7,Gmaj,G7,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,##############,_Gsus4Dmin7Fmaj7A7Emin7G7GmajDmin7A7Emin7G7Gsus4Dmin7Amin7Emin7GmajG7
20,5,,,,,,,,,,,,,,,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9709505944546686,##,_GmajDmajFmajA-majGmaj
12,17,,,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,Cno3,Gmaj,A-maj7,E-maj,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9182958340544896,###########,_GmajDmajFmajA-majGmajCno3Cmin7D-majE-majA-maj7GmajCno3GmajDmajFmajA-majGmaj
20,11,,,,,,,,,Gmaj,A-maj7,E-maj,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9709505944546686,#########,_GmajDmajFmajA-majGmajCno3Cmin7D-majE-majA-maj7Gmaj
22,7,,,,,,,,,,,,,Gmaj,Amin,Fmaj,Gmaj,Amin,Fmaj,Gmaj,1.181899057917561,#,_GmajFmajAminGmajFmajAminGmaj
20,10,,,,,,,,,,Gmaj,Amin,Fmaj,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,1.5709505944546687,####,_CmajGmajFmajAminGmajCmajGmajFmajAminGmaj
12,15,,,,,Gmaj,Amin,Fmaj,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,1.7924812503605778,####,_CmajGmajFmajAminGmajCmajGmajFmajAminGmajCmajGmajFmajAminGmaj
14,5,,,,,,,,,,,,,,,Gmaj,Amin,Gmaj6,Fmaj,Gmaj,0.946372935985442,##,_GmajFmajGmaj6AminGmaj
12,5,,,,,,,,,,,,,,,Gmaj,Amin7,Emin,Fmaj,Gmaj,1.9182958340544893,##,_GmajFmajEminAmin7Gmaj
12,5,,,,,,,,,,,,,,,Gmaj,B-maj,Cmaj,Gmaj,B-maj,1.280672129520887,#,_B-majGmajCmajB-majGmaj
10,7,,,,,,,,,,,,,Gmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,Cmaj,1.5709505944546684,##,_CmajFmajB-majCmajFmajB-majGmaj
10,7,,,,,,,,,,,,,Gmaj,B-maj,Fmaj,Gmaj,B-maj,Fmaj,Gmaj,1.295461844238322,##,_GmajFmajB-majGmajFmajB-majGmaj
12,5,,,,,,,,,,,,,,,Gmaj,Cmaj,Amaj,Fmaj,Gmaj,0.9182958340544896,#,_GmajFmajAmajCmajGmaj
37,5,,,,,,,,,,,,,,,Gmaj,Cmaj,Amin,Cmaj,Amin,2.2004691794849407,#,_AminCmajAminCmajGmaj
14,7,,,,,,,,,,,,,Gmaj,Cmaj,Amin,Cmaj,Amin,Cmaj,Amin,0.946372935985442,#,_AminCmajAminCmajAminCmajGmaj
10,9,,,,,,,,,,,Gmaj,Cmaj,Amin,Cmaj,Amin,Cmaj,Amin,Cmaj,Amin,1.7609640474436812,#,_AminCmajAminCmajAminCmajAminCmajGmaj
14,10,,,,,,,,,,Gmaj,Cmaj,Amin,Dmin,Gmaj,Cmaj,Amin,Dmin,Gmaj,Cmaj,2.0741647430225756,#,_CmajGmajDminAminCmajGmajDminAminCmajGmaj
27,15,,,,,Gmaj,Cmaj,Amin,Dmin7,Gmaj,Cmaj,Amin,Dmin7,Gmaj,Cmaj,Amin,Dmin7,Gmaj,Cmaj,Amin,0.9451696091196164,#########,_AminCmajGmajDmin7AminCmajGmajDmin7AminCmajGmajDmin7AminCmajGmaj
11,8,,,,,,,,,,,,Gmaj,Cmaj,Amin,Emaj,Amin,Cmaj,Gmaj,Cmaj,1.6171895725927152,####,_CmajGmajCmajAminEmajAminCmajGmaj
146,9,,,,,,,,,,,Gmaj,Cmaj,Amin,Fmaj,Gmaj,Cmaj,Amin,Fmaj,Gmaj,0.9816711733844047,##,_GmajFmajAminCmajGmajFmajAminCmajGmaj
12,7,,,,,,,,,,,,,Gmaj,Cmaj,B-maj,Cmaj,B-maj,Cmaj,B-maj,0.9182958340544896,##,_B-majCmajB-majCmajB-majCmajGmaj
12,13,,,,,,,Gmaj,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,1.4591479170272448,#####,_FmajB-majCmajFmajB-majCmajFmajB-majCmajFmajB-majCmajGmaj
11,7,,,,,,,,,,,,,Gmaj,Cmaj,C7,Fmaj,Cmaj,G7,Cmaj,2.004886164091843,#,_CmajG7CmajFmajC7CmajGmaj
41,6,,,,,,,,,,,,,,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,1.0535274695246943,##,_CmajGmajFmajDminCmajGmaj
25,10,,,,,,,,,,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,0.996118213778296,##,_CmajGmajFmajDminCmajGmajFmajDminCmajGmaj
12,15,,,,,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,Dmin,0.9182958340544896,###,_DminCmajGmajFmajDminCmajGmajFmajDminCmajGmajFmajDminCmajGmaj
10,19,Gmaj,Cmaj,Dmin7,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Dmin7,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Dmin7,Fmaj,Gmaj,Fmaj,Gmaj,0.9219280948873623,###########,_GmajFmajGmajFmajDmin7CmajGmajFmajGmajFmajDmin7CmajGmajFmajGmajFmajDmin7CmajGmaj
21,15,,,,,Gmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,1.1182751607709762,####,_FmajCmajFmajCmajFmajCmajFmajCmajFmajCmajFmajCmajFmajCmajGmaj
15,17,,,Gmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,1.3752793655393794,#,_FmajCmajFmajCmajFmajCmajFmajCmajFmajCmajFmajCmajFmajCmajFmajCmajGmaj
78,8,,,,,,,,,,,,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,1.3175268237847593,#,_CmajFmajCmajGmajCmajFmajCmajGmaj
46,12,,,,,,,,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,0.970926184081877,##,_CmajFmajCmajGmajCmajFmajCmajGmajCmajFmajCmajGmaj
30,16,,,,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,1.2136635125593598,##,_CmajFmajCmajGmajCmajFmajCmajGmajCmajFmajCmajGmajCmajFmajCmajGmaj
27,6,,,,,,,,,,,,,,Gmaj,Cmaj,Fmaj,Dmin,Gmaj,Cmaj,0.9682702474096179,#,_CmajGmajDminFmajCmajGmaj
12,11,,,,,,,,,Gmaj,Cmaj,Fmaj,Dmin,Gmaj,Cmaj,Fmaj,Dmin,Gmaj,Cmaj,Fmaj,0.9182958340544896,##,_FmajCmajGmajDminFmajCmajGmajDminFmajCmajGmaj
12,6,,,,,,,,,,,,,,Gmaj,Cmaj,Fmaj,Fsus4,Fmaj,Cmaj,1.4591479170272446,##,_CmajFmajFsus4FmajCmajGmaj
12,8,,,,,,,,,,,,Gmaj,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,1.0,####,_CmajG7FmajCmajG7FmajCmajGmaj
402,8,,,,,,,,,,,,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,1.4153700119279886,#,_CmajGmajFmajCmajGmajFmajCmajGmaj
175,14,,,,,,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,0.9064313032733103,#,_CmajGmajFmajCmajGmajFmajCmajGmajFmajCmajGmajFmajCmajGmaj
12,19,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,1.0,########,_CmajGmajFmajCmajGmajFmajCmajGmajFmajCmajGmajCmajGmajFmajCmajGmajFmajCmajGmaj
21,10,,,,,,,,,,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,0.9587118829771318,##,_CmajGmajFmajCmajGmajCmajGmajFmajCmajGmaj
12,16,,,,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,1.0,#####,_CmajGmajFmajCmajGmajFmajCmajGmajFmajCmajGmajCmajGmajFmajCmajGmaj
10,15,,,,,Gmaj,Cmaj,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Fmaj,1.0,####,_FmajGmajFmajCmajGmajFmajGmajFmajCmajGmajFmajGmajFmajCmajGmaj
16,6,,,,,,,,,,,,,,Gmaj,Cmaj,Fmaj,Gmaj,G7,Cmaj,1.1216407621868583,#,_CmajG7GmajFmajCmajGmaj
22,7,,,,,,,,,,,,,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,1.4911148500551858,##,_CmajGmajFmajAminGmajCmajGmaj
14,12,,,,,,,,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,1.6644977792004616,####,_CmajGmajFmajAminGmajCmajGmajFmajAminGmajCmajGmaj
11,7,,,,,,,,,,,,,Gmaj,Cmaj,Gmaj,Amin,Gmaj6,Fmaj,Gmaj,1.0957952550009338,#,_GmajFmajGmaj6AminGmajCmajGmaj
11,6,,,,,,,,,,,,,,Gmaj,Cmaj,Gmaj,Cmaj,C7,Fmaj,1.4949188482339508,#,_FmajC7CmajGmajCmajGmaj
